title,country,location,date,url,skills,sectors
Content Manager /Rédacteurs WEB (H/F),Maroc,Casablanca,28/07/2021,/offre-emploi-content-manager-redacteurs-web-hf-recrutement-confidentiel-casablanca-127269.html,"['KS123K75YYK8VGH90NCS', 'KS440GJ6ML4G40B67460', 'KS125KK70GW74FHKWFVQ', 'KS4425C7820LCHZS7VGX', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KS4414Y63W010ZY9XS8H', 'KS124GV78MYQ469S38M8']",Assurance / Courtage
Architecte Logiciel (H/F),Maroc,Rabat,28/07/2021,/offre-emploi-architecte-logiciel-hf-recrutement-oceane-consulting-rabat-127267.html,"['KS7G8G66BTD4V8K3NCVF', 'KS120626HMWCXJWJC7VK', 'KS127BB5X2N6CHD4LKQZ', 'KS44205768H7WH5XMYYD', 'KSJF3PBD3995K6E0OF1Z', 'KS120V86MZWV9Z9LKQY3', 'KSIWWZAII4AP33SDVZ2H', 'KS124JB619VXG6RQ810C', 'KS121XY6VSGJ3Z6J82FQ', 'KS123KR6W35X39JP65MX', 'KS120GV5ZXR64CJLL1J4', 'KSEUBE05CNTRR4Y6ZMP9', 'KS1253H61TTR1FZWSRH4', 'KSY4WFI1S164RQUBSPCC', 'KS122HK6LN2MZHFY69GJ']",Informatique
Candidature Spontanée,Maroc,Mohammedia,09/02/2021,/offre-emploi-candidature-spontanee-recrutement-resolution-call-mohammedia-120955.html,"['KS1243976G466GV63ZBY', 'KS1253H61TTR1FZWSRH4']",Centre d'appel
Déposez votre Candidature Spontanée,Maroc,Tout le Maroc,12/01/2021,/offre-emploi-deposez-votre-candidature-spontanee-recrutement-foods-and-goods-tout-le-maroc-120074.html,[],Distribution
Conseiller clientèle Francophone en réception d'appels,Maroc,Casablanca,31/07/2021,/offre-emploi-conseiller-clientele-francophone-en-reception-dappels-recrutement-majorel-casablanca-127390.html,"['KSMNXY6MPS1EDWJ8P6B0', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KS4425C7820LCHZS7VGX']",Centre d'appel
Conseiller en Assurance francophone en Réception d'appels,Maroc,Casablanca,31/07/2021,/offre-emploi-conseiller-en-assurance-francophone-en-reception-dappels-recrutement-majorel-casablanca-127389.html,"['KS4425C7820LCHZS7VGX', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KS1208C6D8DGHVYQTSLR', 'KSMNXY6MPS1EDWJ8P6B0']",Centre d'appel
Conseiller clientèle parfaitement francophone - Réception d'appels - TEMPS PARTIEL,Maroc,Casablanca,31/07/2021,/offre-emploi-conseiller-clientele-parfaitement-francophone---reception-dappels---temps-partiel-recrutement-majorel-casablanca-127388.html,"['KSMNXY6MPS1EDWJ8P6B0', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KS4425C7820LCHZS7VGX']",Centre d'appel
Asesor de Clientes Bilingüe Inglés / Español,Maroc,Marrakech,31/07/2021,/offre-emploi-asesor-de-clientes-bilingue-ingles-espanol-recrutement-majorel-marrakech-127387.html,"['ESAB6ED38CE1A5A0B5A4', 'KS4425C7820LCHZS7VGX', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KSMNXY6MPS1EDWJ8P6B0', 'KS121Z26S4VJLQ1WXN21']",Centre d'appel
Chargé(e) de Clientèle - Réception d'appels - Franco-Anglophone (Télétravail après la Formation + prime de bienvenue de 2000 Dhs),Maroc,Marrakech,31/07/2021,/offre-emploi-chargee-de-clientele---reception-dappels---franco-anglophone-teletravail-apres-la-formation-prime-de-bienvenue-de-2000-dhs-recrutement-majorel-marrakech-127386.html,"['KS123K75YYK8VGH90NCS', 'KS4425C7820LCHZS7VGX', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KSMNXY6MPS1EDWJ8P6B0', 'KS121Z26S4VJLQ1WXN21']",Centre d'appel
Chargé(e) de Clientèle - Réception d'appels - Francophone,Maroc,Marrakech,31/07/2021,/offre-emploi-chargee-de-clientele---reception-dappels---francophone-recrutement-majorel-marrakech-127385.html,"['KS123K75YYK8VGH90NCS', 'KS4425C7820LCHZS7VGX', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KSMNXY6MPS1EDWJ8P6B0', 'KS121Z26S4VJLQ1WXN21']",Centre d'appel
Chargé(e) de Clientèle Franco - Hispano (Télétravail après la Formation),Maroc,Marrakech,31/07/2021,/offre-emploi-chargee-de-clientele-franco---hispano-teletravail-apres-la-formation-recrutement-majorel-marrakech-127384.html,"['ESAB6ED38CE1A5A0B5A4', 'KS4425C7820LCHZS7VGX', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KSMNXY6MPS1EDWJ8P6B0', 'KS121Z26S4VJLQ1WXN21']",Centre d'appel
Chargé(e) de Clientèle Franco-Italo (Télétravail après la Formation) - Réception d'appels,Maroc,Marrakech,31/07/2021,/offre-emploi-chargee-de-clientele-franco-italo-teletravail-apres-la-formation---reception-dappels-recrutement-majorel-marrakech-127383.html,"['ESAB6ED38CE1A5A0B5A4', 'KS4425C7820LCHZS7VGX', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KSMNXY6MPS1EDWJ8P6B0', 'KS121Z26S4VJLQ1WXN21']",Centre d'appel
Responsable Recrutement et Carrière H/F,Maroc,Casablanca,30/07/2021,/offre-emploi-responsable-recrutement-et-carriere-hf-recrutement-lydec-et-suez-casablanca-127382.html,"['KS1218W78FGVPVP2KXPX', 'KS124TG6C6GQ3RGYBJ3G', 'KS121986JDX6YR2BYKLG', 'KS122556LMQ829GZCCRV', 'KS124VL6RVRF0BZ2B1Y1', 'KS4401D6PYRMFQC4HR62', 'KS122HK6LN2MZHFY69GJ']",Energie
Technicien Service Desk (H/F),Maroc,Sale,30/07/2021,/offre-emploi-technicien-service-desk-hf-recrutement-econocom-maroc-sale-126304.html,"['KS1227F76Q36LXJTZTK1', 'ES70CD6E89F6DAD8F319', 'KS1217P66NK6BW72M9FH']",Informatique
R&D CONSULTANT ICT (Information & communication technology),Maroc,Casablanca,30/07/2021,/offre-emploi-rd-consultant-ict-information-communication-technology-recrutement-leyton-casablanca-127381.html,"['ESA420F05EBBD34B3C2A', 'ES76F4C57A88877D6D64', 'KS1250078V6WHFPN8HSR', 'KS124S46T36MXPN954MD', 'KS440Q1695HNGHGP6T45', 'KS124Y4697SXY9HP9N96', 'KS120BV6SR75RBKQH0G3', 'KS1243976G466GV63ZBY', 'KS1210269P78D7GH8LWY', 'KS441S06L3NZBK0D6JM8', 'KS122B071LMGXVTT3Z91', 'ES50E1CBF4827F546541', 'KS441LW772N0P2RZ1HX6', 'KS120GV5ZXR64CJLL1J4', 'KS121DS6GB09TFN7RLX0', 'ESC80C5E846C65F847EB', 'KS120626HMWCXJWJC7VK']",Conseil / Etudes
Storekeeper,Maroc,Casablanca,30/07/2021,/offre-emploi-storekeeper-recrutement-air-arabia-casablanca-127380.html,"['KS123K75YYK8VGH90NCS', 'KS125TR5XQ9RK29QQM5K', 'KS126G472K2Y01215H85', 'KS441S06L3NZBK0D6JM8', 'KS126HY6YLTB9R7XJC4Z', 'KS123QS6V49RPS3KZQ5P']",Aéronautique / Spatial
PLANIFICATEUR,Maroc,Casablanca,30/07/2021,/offre-emploi-planificateur-recrutement-intelcia-casablanca-127379.html,"['KS125F678LV2KB3Z5XW0', 'KS1218L60PDVZX16NZT1', 'KS440W865GC4VRBW6LJP', 'KS1218W78FGVPVP2KXPX', 'KS4401B66G71ZN5LBP44', 'KS1205T6PD97TDM76N97', 'KS1277066YN3Q5FG996N', 'KS120M66NZ5TCZHDHYDQ', 'KS1253L77YCK4GS2X8CR', 'ESEB1D4619E6E83A061D', 'KS127D361PF0FTXDZ7C4', 'KS122SD6Q01XBDS5T7QJ', 'KSWVL0YDEIM5LSOCCMBX', 'KS1242J78NX335PBWXJY', 'KS124Q3726PHM9JNS05D', 'KS4425C63RPH46FJ9BX7', 'KS120626HMWCXJWJC7VK']",Centre d'appel
Bilingual Team Manager (ENG/FR) for a major Canadian Project,Maroc,Rabat,30/07/2021,/offre-emploi-bilingual-team-manager-engfr-for-a-major-canadian-project-recrutement-sitel-group-rabat-125080.html,"['KS123K75YYK8VGH90NCS', 'KS1230C5X5T37GZ1NJ2B', 'KS1218W78FGVPVP2KXPX', 'ES2C337E971A7E133B66', 'KS1243976G466GV63ZBY', 'KS7G2906QTQMHQQSL1L4', 'KS1264X6Q6902BJMLNCB', 'KS4425C63RPH46FJ9BX7']",Centre d'appel
Operations Planner (Yard & Vessel) - Tanger Med II,Maroc,Tanger,30/07/2021,/offre-emploi-operations-planner-yard-vessel---tanger-med-ii-recrutement-apm-terminals-tanger-127378.html,"['KS123K75YYK8VGH90NCS', 'KS124PZ6P9XVHHPQJ0ZR', 'ES8B03DAD3B526316ED9', 'ESEB1D4619E6E83A061D', 'ESFA9982A2A945E439CB', 'KS4425C63RPH46FJ9BX7', 'KS120SQ5W4Q57JMD2Y81', 'KS7AASDV6UOE7VFBGF4D', 'KS1219875SHHKTPG2LVV', 'KS1218B62M9QRBY8WRSK', 'KS126966H39MX8JKF9TX']",Transport / Messagerie / Logistique
Manager d’équipe Sinistre Rabat,Maroc,Rabat,30/07/2021,/offre-emploi-manager-dequipe-sinistre-rabat-recrutement-axa-rabat-axa-services-rabat-127372.html,"['ES76F4C57A88877D6D64', 'KS1218W78FGVPVP2KXPX', 'KS121BS6QFLZVY39PMHD', 'KS441846K903WT1RYDKJ', 'KSKJX44T33B6D4UCC8CB', 'KS122556LMQ829GZCCRV', 'ESEF6CBFE27C71B28816', 'KS120626HMWCXJWJC7VK']",Assurance / Courtage
Directeur Juridique H/F - Maroc,Maroc,Casablanca,29/07/2021,/offre-emploi-directeur-juridique-hf---maroc-recrutement-michael-page-morocco-casablanca-127370.html,"['ESC82E44263D74014E5F', 'KS1218W78FGVPVP2KXPX', 'ESB86D2F388953738EC4', 'KS1243976G466GV63ZBY', 'KS120M16XCSQRBQ5ZH6D', 'KS124Q3726PHM9JNS05D', 'KS126X663B21NB77ZHSP']",Immobilier / Promoteur / Agence
HR Manager H/F - Maroc,Maroc,Rabat,29/07/2021,/offre-emploi-hr-manager-hf---maroc-recrutement-michael-page-morocco-rabat-127371.html,"['KS1205H6HZDXGDV2R0QZ', 'KSW7M2N7K1F73JEVF487', 'KS124Q3726PHM9JNS05D', 'KS1280B68GD79P4WMVYW', 'KS126X663B21NB77ZHSP']",Matériel Médical
Business Analyst HR Bilingue FR/ANG,Maroc,Casablanca,29/07/2021,/offre-emploi-business-analyst-hr-bilingue-frang-recrutement-sitel-group-casablanca-124954.html,"['KS123K75YYK8VGH90NCS', 'KS122LZ6LWWMZ6ML4265', 'KS125F678LV2KB3Z5XW0', 'KS127887314GMCR1VRR5', 'KS1267F6MSPN366LX7ST', 'ES11CD910322E42D479D', 'KSQPGV2XZO8UMNCC49LK', 'KS1243976G466GV63ZBY', 'KS441S06L3NZBK0D6JM8', 'KS122B071LMGXVTT3Z91', 'KS123X869MDB5374BK8S', 'KS120GV5ZXR64CJLL1J4', 'KS7AASDV6UOE7VFBGF4D', 'KS126X663B21NB77ZHSP', 'KS120626HMWCXJWJC7VK']",Centre d'appel
Superviseur Télévente FAI H/F,Maroc,Casablanca,29/07/2021,/offre-emploi-superviseur-televente-fai-hf-recrutement-umanis-casablanca-127369.html,['KS1243976G466GV63ZBY'],Centre d'appel
télévendeurs/télévendeuses en émission d’appels pour un Fournisseur d’Energie Gaz et Electricté WEEK-END OFF,Maroc,Casablanca,29/07/2021,/offre-emploi-televendeurstelevendeuses-en-emission-dappels-pour-un-fournisseur-denergie-gaz-et-electricte-week-end-off-recrutement-umanis-casablanca-127368.html,"['KS122FX6SN0JZZ13B0FB', 'KS1243976G466GV63ZBY', 'KS120626HMWCXJWJC7VK', 'KS4425C7820LCHZS7VGX']",Centre d'appel
Télévendeurs/télévendeuses en émission d’appels pour un FAI WEEK-END OFF,Maroc,Casablanca,29/07/2021,/offre-emploi-televendeurstelevendeuses-en-emission-dappels-pour-un-fai-week-end-off-recrutement-umanis-casablanca-127366.html,"['KS122FX6SN0JZZ13B0FB', 'KS1243976G466GV63ZBY', 'KS120626HMWCXJWJC7VK', 'KS4425C7820LCHZS7VGX']",Centre d'appel
Développeur NodeJS/ExpressJS (H/F),Maroc,Fès,29/07/2021,/offre-emploi-developpeur-nodejsexpressjs-hf-recrutement-tnc-the-next-clic-fes-127367.html,"['KS121CX75Q8F638ZCJVZ', 'KS122Z36QK3N5097B5JH', 'KS1200771D9CR9LB4MWW', 'KS4421F6JFW6TJXJDK38', 'KS120626HMWCXJWJC7VK']",Informatique
Développeur Magento (H/F),Maroc,Casablanca,29/07/2021,/offre-emploi-developpeur-magento-hf-recrutement-tnc-the-next-clic-casablanca-127365.html,"['KSFS12Z1D00MRUX8Z7E8', 'ESFEFEFDBA0B3BC39881', 'KS126QY605N7YVHFYCTW', 'KS120BC6BLYD8GXK5DSW', 'KS122VT6S2JJ5C5D80NF', 'KSW7M2N7K1F73JEVF487', 'KSY4WFI1S164RQUBSPCC']",Informatique
Développeur Front End (VueJS) (H/F),Maroc,Casablanca,29/07/2021,/offre-emploi-developpeur-front-end-vuejs-hf-recrutement-tnc-the-next-clic-casablanca-127364.html,['KS1200771D9CR9LB4MWW'],Informatique
Développeur Front End (VueJS) (H/F),Maroc,Fès,29/07/2021,/offre-emploi-developpeur-front-end-vuejs-hf-recrutement-tnc-the-next-clic-fes-127363.html,['KS1200771D9CR9LB4MWW'],Informatique
Développeur JAVA J2EE (H/F),Maroc,Fès,29/07/2021,/offre-emploi-developpeur-java-j2ee-hf-recrutement-tnc-the-next-clic-fes-127362.html,"['KS121F45VPV8C9W3QFYH', 'KS440W865GC4VRBW6LJP', 'KS127HT6PY61NVMR3PWG', 'KS125716TLTGH6SDHJD1', 'KS1200578T5QCYT0Z98G', 'KSV56PQU1E0YB48SU2D7', 'KS124PR62MV42B5C9S9F', 'KS122W96T2T9J5PZ0VMP']",Informatique
Chef de Projet Agile (H/F),Maroc,Casablanca,29/07/2021,/offre-emploi-chef-de-projet-agile-hf-recrutement-tnc-the-next-clic-casablanca-127361.html,"['KS120B874P2P6BK1MQ0T', 'KS120W2749QQKD4JMM68', 'KS120BC6BLYD8GXK5DSW', 'KS1282N6NQMZ95M1HJ7L']",Informatique
Assistant Administratif (Stage) (H/F),Maroc,Casablanca,29/07/2021,/offre-emploi-assistant-administratif-stage-hf-recrutement-tnc-the-next-clic-casablanca-125090.html,"['KS122556LMQ829GZCCRV', 'KS1243976G466GV63ZBY', 'KS1218W78FGVPVP2KXPX', 'KS1277066YN3Q5FG996N']",Agence pub / Marketing Direct
Cadre Financier (H/F),Maroc,Casablanca,29/07/2021,/offre-emploi-cadre-financier-hf-recrutement-tnc-the-next-clic-casablanca-125106.html,"['KS1218W78FGVPVP2KXPX', 'KS124TG6C6GQ3RGYBJ3G', 'ESB86D2F388953738EC4', 'KS440Q1695HNGHGP6T45', 'KS120RN6FDTS9FLCH3T0', 'KS1277066YN3Q5FG996N', 'KS4401D6PYRMFQC4HR62', 'KS1203W702ND09XHKJR5', 'KS123MC78KV644P5DDZ0', 'KS125B56QRYZLXXCSM5Q']",Agence pub / Marketing Direct
Développeur Front End (ReactJS) (H/F),Maroc,Fès,29/07/2021,/offre-emploi-developpeur-front-end-reactjs-hf-recrutement-tnc-the-next-clic-fes-126803.html,['KS1200771D9CR9LB4MWW'],Informatique
Ingénieur Support Applicatif (H/F),Maroc,Casablanca,29/07/2021,/offre-emploi-ingenieur-support-applicatif-hf-recrutement-tnc-the-next-clic-casablanca-125668.html,"['KS123K75YYK8VGH90NCS', 'KS1227D60Q7225FTK55V', 'KS4425C7820LCHZS7VGX', 'KS120LK70665WL8LBX8G', 'KS122556LMQ829GZCCRV', 'KSKJX44T33B6D4UCC8CB', 'KS1243976G466GV63ZBY', 'KS121Z26S4VJLQ1WXN21']",Informatique
Développeur JAVA J2EE (H/F),Maroc,Casablanca,29/07/2021,/offre-emploi-developpeur-java-j2ee-hf-recrutement-tnc-the-next-clic-casablanca-125546.html,"['KS121F45VPV8C9W3QFYH', 'KS440W865GC4VRBW6LJP', 'KS127HT6PY61NVMR3PWG', 'KS125716TLTGH6SDHJD1', 'KS120076FGP5WGWYMP0F', 'KS1200578T5QCYT0Z98G', 'KSV56PQU1E0YB48SU2D7', 'KS124PR62MV42B5C9S9F', 'KS122W96T2T9J5PZ0VMP']",Informatique
Community Manager Arabophone (H/F),Maroc,Casablanca,29/07/2021,/offre-emploi-community-manager-arabophone-hf-recrutement-tnc-the-next-clic-casablanca-125329.html,"['KS122NF633KF31NGFC8R', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KS121YG5WCMCMMFVQGVF', 'ES36BB7D95D0BF489852', 'KS124Q3726PHM9JNS05D']",Communication / Evénementiel
Community Manager,Maroc,Casablanca,29/07/2021,/offre-emploi-community-manager-recrutement-tnc-the-next-clic-casablanca-125213.html,"['KS1225Z6TC16575Z9C29', 'KS122NF633KF31NGFC8R', 'KS1243976G466GV63ZBY', 'KS122556LMQ829GZCCRV', 'KS121YG5WCMCMMFVQGVF', 'KS120R96RZYQ57XHBMP7', 'ES36BB7D95D0BF489852', 'KS124Q3726PHM9JNS05D', 'KS440PV6H6S2F16NLXYF']",Conseil / Etudes
Développeur Drupal 8/9 -CDI-,Maroc,Casablanca,29/07/2021,/offre-emploi-developpeur-drupal-89--cdi--recrutement-altados-casablanca-127360.html,"['KS121F45VPV8C9W3QFYH', 'KS1200C5XQWW78VQ5ZYL', 'KS126QY605N7YVHFYCTW', 'KS1235W6HWFKFTM31M45', 'KS1200578T5QCYT0Z98G', 'KS122556LMQ829GZCCRV', 'KSIWWZAII4AP33SDVZ2H', 'KS120BC6BLYD8GXK5DSW']",Informatique
Architecte technique,Maroc,Casablanca,29/07/2021,/offre-emploi-architecte-technique-recrutement-sofrecom-services-maroc-casablanca-127359.html,"['ES33AF0258B83EAF4573', 'KSBDFGGLMNWHVJ0NGG3K', 'KSA4YMVI6KH7GYEYG976', 'KS1218R6R6HYPC4V8GPP', 'KSARDJZ5Q5534ET9JYXW', 'ESB92020333F27589A43', 'KS440F763Z9F5J9LWYZ2', 'KSS4ESYM02Z3TZ7ZHMDX', 'KS122P86NZFH1GP38G15', 'KS125HD6TJTKLM9BJPLF', 'KS440QY6NFPRDZFGVG8K', 'KS120L4778BN093RR1FG', 'KS7G6YL6X9316Z5SP1JR', 'KS1264669X43NJFLT6SN', 'KS120WH6SFRT1RNR40TC', 'KS123KY6VPPS4N70LT6B', 'KS440HG6KBDP396QBWL4', 'KS441V276PPDCWTPLVCZ', 'KS1267G65F62ZDQ9W3DW', 'KS014HYY1YCDHKPSUBQ9', 'KS1272Y6RFNZKNGWDWMB', 'KS1280B68GD79P4WMVYW', 'KS122LZ65M6D6TNYLP9Q', 'KS120L470LCJFX8WYB2G', 'KS127L06ZMJ6CPPS4G47', 'KS1218W78FGVPVP2KXPX', 'KS7G64467Y66LWH9X6QJ', 'KSIWWZAII4AP33SDVZ2H', 'KS1208P6ZMZ4N872Y7X5', 'KS1283R6BBX34S61XLQS', 'KS127D361PF0FTXDZ7C4', 'KS4420K676H1NVK75D94', 'ESC5567F7A6FA12D0DCD', 'KS120MK6ZZD2YZR9V8TY', 'ES14FB5488E613768491', 'KS122276GQ6DC9GT9B6Q', 'KS122D66ZXYMB2T0HT81', 'KS120BV6SR75RBKQH0G3', 'KSZX7YZWNR5IDR1I2VMZ', 'KS125716TLTGH6SDHJD1', 'KS122M265VBKQ5BFJXYS', 'KS124RX787SQ1WVD8XF6', 'KS120W2749QQKD4JMM68', 'ESD5D4847A6949E04CF7', 'KS1253H61TTR1FZWSRH4']",Informatique
Architecte technique,Maroc,Technopolis,29/07/2021,/offre-emploi-architecte-technique-recrutement-sofrecom-services-maroc-technopolis-127358.html,"['ES33AF0258B83EAF4573', 'KSBDFGGLMNWHVJ0NGG3K', 'KSA4YMVI6KH7GYEYG976', 'KS1218R6R6HYPC4V8GPP', 'KSARDJZ5Q5534ET9JYXW', 'ESB92020333F27589A43', 'KS440F763Z9F5J9LWYZ2', 'KSS4ESYM02Z3TZ7ZHMDX', 'KS122P86NZFH1GP38G15', 'KS125HD6TJTKLM9BJPLF', 'KS440QY6NFPRDZFGVG8K', 'KS120L4778BN093RR1FG', 'KS7G6YL6X9316Z5SP1JR', 'KS1264669X43NJFLT6SN', 'KS120WH6SFRT1RNR40TC', 'KS123KY6VPPS4N70LT6B', 'KS440HG6KBDP396QBWL4', 'KS441V276PPDCWTPLVCZ', 'KS1267G65F62ZDQ9W3DW', 'KS014HYY1YCDHKPSUBQ9', 'KS1272Y6RFNZKNGWDWMB', 'KS1280B68GD79P4WMVYW', 'KS122LZ65M6D6TNYLP9Q', 'KS120L470LCJFX8WYB2G', 'KS127L06ZMJ6CPPS4G47', 'KS1218W78FGVPVP2KXPX', 'KS7G64467Y66LWH9X6QJ', 'KSIWWZAII4AP33SDVZ2H', 'KS1208P6ZMZ4N872Y7X5', 'KS1283R6BBX34S61XLQS', 'KS127D361PF0FTXDZ7C4', 'KS4420K676H1NVK75D94', 'ESC5567F7A6FA12D0DCD', 'KS120MK6ZZD2YZR9V8TY', 'ES14FB5488E613768491', 'KS122276GQ6DC9GT9B6Q', 'KS122D66ZXYMB2T0HT81', 'KS120BV6SR75RBKQH0G3', 'KSZX7YZWNR5IDR1I2VMZ', 'KS125716TLTGH6SDHJD1', 'KS122M265VBKQ5BFJXYS', 'KS124RX787SQ1WVD8XF6', 'KS120W2749QQKD4JMM68', 'ESD5D4847A6949E04CF7', 'KS1253H61TTR1FZWSRH4']",Informatique
Architecte SI,Maroc,Rabat,29/07/2021,/offre-emploi-architecte-si-recrutement-sofrecom-services-maroc-rabat-127357.html,"['KSVOQEMJSG0YB9I1QGUO', 'KS127GK6B2QRPFF5YBX0', 'KS122B071LMGXVTT3Z91', 'ES897EA220DC6CE8111D', 'KS120BC6BLYD8GXK5DSW', 'KS120GV5ZXR64CJLL1J4', 'KSFZEO95XYG2EXK7V2MF', 'KS122LN6CLX3P61KWSP2', 'KS122FX6SN0JZZ13B0FB', 'KS123K75YYK8VGH90NCS', 'KS121JM6QL5CGM2LSDS9', 'KS440956K4QPWC5RK511', 'KS1218W78FGVPVP2KXPX', 'ES76F4C57A88877D6D64', 'KS1243976G466GV63ZBY', 'KS441ML78WPTFWZ946Y6', 'KS1208P6ZMZ4N872Y7X5', 'KS127D361PF0FTXDZ7C4', 'ESA07D21A5578570F177', 'KS1217C5YZHDSXDBD294', 'KS127P16GM0ZGJWM2HZ2', 'KS441P36DKPV9PPLT3M3', 'KS125716TLTGH6SDHJD1', 'KS1222262SZCF82BDQC3', 'KS120W2749QQKD4JMM68']",Informatique
.Net Tech Lead,Maroc,Rabat,29/07/2021,/offre-emploi-.net-tech-lead-recrutement-sofrecom-services-maroc-rabat-126267.html,"['ESD3D2440C1EA13521F1', 'ESDDECEF9E95F772C22F', 'KS1231V6LZ103YM0LLL9', 'KS441ZY6P0PDB5DWTRB8', 'KS8T7SD7KREU3MTONNLR', 'KS120L26DHHV1J3817BJ', 'KS122556LMQ829GZCCRV', 'KSM72DQX6NAMAD5W02FF', 'KS124FJ6XTZW8297NQG8', 'KS4401V5WX78L6JX0NW7', 'KS120H6772VQ0MQ5RLVD', 'KS4VP1SIEYSFLS0WWK2R', 'KS1243976G466GV63ZBY', 'KS1208P6ZMZ4N872Y7X5', 'KS440W46YW91224JR6PB', 'KS120026VL50QFWT2281', 'KS441ZY75ZBD54BWPKN4', 'KS1253H61TTR1FZWSRH4', 'KS1219N6Z3XQ19V0HSKR']",Informatique
Expert système en déploiement de machines virtuelles et physiques,Maroc,Rabat,29/07/2021,/offre-emploi-expert-systeme-en-deploiement-de-machines-virtuelles-et-physiques-recrutement-sofrecom-services-maroc-rabat-125621.html,"['ES5E3AEFDA22D595C046', 'KS1212K78XPRG1L2G3SV', 'KS121XY6VSGJ3Z6J82FQ', 'KS1276W6N38QJ2XZ1GCC', 'KS440GY6DV8LG45SDHPW', 'ESD7836352EB8CBD25E9', 'KS440ZL60C82T4S7N3CW', 'KS123RD5VV5WNJLMNH3J', 'KS441V276PPDCWTPLVCZ', 'KS122556LMQ829GZCCRV', 'KS123NQ6N6KV4RM7RTXJ', 'KS122GZ6ZX8P4VRPWNQS', 'KS127CN6JB51G92VM1FW', 'ESFC1000CC9B044E3822', 'KS4415472TK5HGZYJG7D', 'KS1218W78FGVPVP2KXPX', 'KS4417N61DB04000S10C', 'KS1243976G466GV63ZBY', 'KS127D361PF0FTXDZ7C4', 'KS122VT6S2JJ5C5D80NF', 'KS120MQ655HPY3MW500F', 'KS121TP68VPZF07NBS5Q', 'ESCDCFECA9D9CC5AA7A3', 'KS125J76T0XZCD65H7BB', 'KS125BW74QLLYL9MMFR3']",Informatique
Testeur automaticien,Maroc,Technopolis,29/07/2021,/offre-emploi-testeur-automaticien-recrutement-sofrecom-services-maroc-technopolis-125380.html,"['KS123K75YYK8VGH90NCS', 'KS120BB6TZJLWQ8T3QK9', 'KS4427C77PRBT3948VNB', 'KS440446080CZVDF1M3S', 'KS120076FGP5WGWYMP0F', 'KS4403N78HGDCH7M583G', 'KS440FS71DJY51ZPZR0Q', 'KS124SY6KB4Q0GKGJ4H1', 'KS124HQ6BVGDR51YPPHM', 'KS1282N6NQMZ95M1HJ7L', 'KS120ST66K9HBSZ7MPS3', 'KS120BC6BLYD8GXK5DSW', 'KS122C46Q68397G8TBNW', 'KS440LJ76WNRD99W8RS0', 'KS4420H75G906GRK0QJZ', 'KS120L96KMYTDJ48NRSH']",Informatique
